id,unit,topic,topicTitle,stimulusType,stimulusText,stimulusImageUrl,stimulusImageAlt,stimulusSource,question,choiceA,choiceB,choiceC,choiceD,answer,explanation
8.2-ev4,8,8.2,8.2 The Cold War,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,Cold War confrontation crises,3,Berlin and Cuba exemplified high-stakes rivalry short of direct war. Historians use visual evidence like this to support broader process arguments.
8.2-ev5,8,8.2,8.2 The Cold War,none,,,,,Which claim is best supported by historical evidence from 8.2 The Cold War?,Cold War confrontation crises,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Berlin and Cuba exemplified high-stakes rivalry short of direct war. This is the most historically defensible claim supported by the evidence.
8.3-ev1,8,8.3,8.3 Effects of the Cold War,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in Cold War geopolitics",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in Cold War geopolitics?",proxy war dynamics,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Regional wars became linked to superpower competition. This evidence aligns with institutional change in Cold War geopolitics.
8.3-ev2,8,8.3,8.3 Effects of the Cold War,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,proxy war dynamics,Great Zimbabwe trade networks,manorial and feudal ties,1,Regional wars became linked to superpower competition. The image context points most directly to this process.
8.3-ev3,8,8.3,8.3 Effects of the Cold War,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to Cold War geopolitics",,,,Which of the following was an important long-term effect of proxy war dynamics?,state legitimacy through institutions,caravanserai-supported Silk Road trade,proxy war dynamics,Pax Mongolica connectivity,2,Regional wars became linked to superpower competition. This development had durable long-term consequences.
8.3-ev4,8,8.3,8.3 Effects of the Cold War,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,proxy war dynamics,3,Regional wars became linked to superpower competition. Historians use visual evidence like this to support broader process arguments.
8.3-ev5,8,8.3,8.3 Effects of the Cold War,none,,,,,Which claim is best supported by historical evidence from 8.3 Effects of the Cold War?,proxy war dynamics,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Regional wars became linked to superpower competition. This is the most historically defensible claim supported by the evidence.
8.4-ev1,8,8.4,8.4 Spread of Communism After 1900,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in post-1900 revolutions",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in post-1900 revolutions?",communist revolutionary movements,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Revolutionary parties gained power in contexts of war and inequality. This evidence aligns with institutional change in post-1900 revolutions.
8.4-ev2,8,8.4,8.4 Spread of Communism After 1900,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,communist revolutionary movements,Great Zimbabwe trade networks,manorial and feudal ties,1,Revolutionary parties gained power in contexts of war and inequality. The image context points most directly to this process.
8.4-ev3,8,8.4,8.4 Spread of Communism After 1900,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to post-1900 revolutions",,,,Which of the following was an important long-term effect of communist revolutionary movements?,state legitimacy through institutions,caravanserai-supported Silk Road trade,communist revolutionary movements,Pax Mongolica connectivity,2,Revolutionary parties gained power in contexts of war and inequality. This development had durable long-term consequences.
8.4-ev4,8,8.4,8.4 Spread of Communism After 1900,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,communist revolutionary movements,3,Revolutionary parties gained power in contexts of war and inequality. Historians use visual evidence like this to support broader process arguments.
8.4-ev5,8,8.4,8.4 Spread of Communism After 1900,none,,,,,Which claim is best supported by historical evidence from 8.4 Spread of Communism After 1900?,communist revolutionary movements,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Revolutionary parties gained power in contexts of war and inequality. This is the most historically defensible claim supported by the evidence.
8.5-ev1,8,8.5,8.5 Decolonization After 1900,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in decolonization movements",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in decolonization movements?",decolonization mobilization,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Nationalist leaders used protest, diplomacy, and armed struggle. This evidence aligns with institutional change in decolonization movements."
8.5-ev2,8,8.5,8.5 Decolonization After 1900,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,decolonization mobilization,Great Zimbabwe trade networks,manorial and feudal ties,1,"Nationalist leaders used protest, diplomacy, and armed struggle. The image context points most directly to this process."
8.5-ev3,8,8.5,8.5 Decolonization After 1900,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to decolonization movements",,,,Which of the following was an important long-term effect of decolonization mobilization?,state legitimacy through institutions,caravanserai-supported Silk Road trade,decolonization mobilization,Pax Mongolica connectivity,2,"Nationalist leaders used protest, diplomacy, and armed struggle. This development had durable long-term consequences."
8.5-ev4,8,8.5,8.5 Decolonization After 1900,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,decolonization mobilization,3,"Nationalist leaders used protest, diplomacy, and armed struggle. Historians use visual evidence like this to support broader process arguments."
8.5-ev5,8,8.5,8.5 Decolonization After 1900,none,,,,,Which claim is best supported by historical evidence from 8.5 Decolonization After 1900?,decolonization mobilization,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,"Nationalist leaders used protest, diplomacy, and armed struggle. This is the most historically defensible claim supported by the evidence."
8.6-ev1,8,8.6,8.6 Newly Independent States,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in newly independent countries",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in newly independent countries?",postcolonial governance challenges,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,New states faced institution-building and development constraints. This evidence aligns with institutional change in newly independent countries.
8.6-ev2,8,8.6,8.6 Newly Independent States,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,postcolonial governance challenges,Great Zimbabwe trade networks,manorial and feudal ties,1,New states faced institution-building and development constraints. The image context points most directly to this process.
8.6-ev3,8,8.6,8.6 Newly Independent States,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to newly independent countries",,,,Which of the following was an important long-term effect of postcolonial governance challenges?,state legitimacy through institutions,caravanserai-supported Silk Road trade,postcolonial governance challenges,Pax Mongolica connectivity,2,New states faced institution-building and development constraints. This development had durable long-term consequences.
8.6-ev4,8,8.6,8.6 Newly Independent States,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,postcolonial governance challenges,3,New states faced institution-building and development constraints. Historians use visual evidence like this to support broader process arguments.
8.6-ev5,8,8.6,8.6 Newly Independent States,none,,,,,Which claim is best supported by historical evidence from 8.6 Newly Independent States?,postcolonial governance challenges,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,New states faced institution-building and development constraints. This is the most historically defensible claim supported by the evidence.
8.7-ev1,8,8.7,8.7 Global Resistance to Established Order,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in late twentieth-century politics",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in late twentieth-century politics?",global protest politics,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Students, workers, and rights movements challenged authority. This evidence aligns with institutional change in late twentieth-century politics."
8.7-ev2,8,8.7,8.7 Global Resistance to Established Order,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,global protest politics,Great Zimbabwe trade networks,manorial and feudal ties,1,"Students, workers, and rights movements challenged authority. The image context points most directly to this process."
8.7-ev3,8,8.7,8.7 Global Resistance to Established Order,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to late twentieth-century politics",,,,Which of the following was an important long-term effect of global protest politics?,state legitimacy through institutions,caravanserai-supported Silk Road trade,global protest politics,Pax Mongolica connectivity,2,"Students, workers, and rights movements challenged authority. This development had durable long-term consequences."
8.7-ev4,8,8.7,8.7 Global Resistance to Established Order,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,global protest politics,3,"Students, workers, and rights movements challenged authority. Historians use visual evidence like this to support broader process arguments."
8.7-ev5,8,8.7,8.7 Global Resistance to Established Order,none,,,,,Which claim is best supported by historical evidence from 8.7 Global Resistance to Established Order?,global protest politics,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,"Students, workers, and rights movements challenged authority. This is the most historically defensible claim supported by the evidence."
8.8-ev1,8,8.8,8.8 End of the Cold War,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the late Cold War",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the late Cold War?",Soviet decline and reform,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Economic stagnation and political reform weakened bloc cohesion. This evidence aligns with institutional change in the late Cold War.
8.8-ev2,8,8.8,8.8 End of the Cold War,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,Soviet decline and reform,Great Zimbabwe trade networks,manorial and feudal ties,1,Economic stagnation and political reform weakened bloc cohesion. The image context points most directly to this process.
8.8-ev3,8,8.8,8.8 End of the Cold War,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the late Cold War",,,,Which of the following was an important long-term effect of Soviet decline and reform?,state legitimacy through institutions,caravanserai-supported Silk Road trade,Soviet decline and reform,Pax Mongolica connectivity,2,Economic stagnation and political reform weakened bloc cohesion. This development had durable long-term consequences.
8.8-ev4,8,8.8,8.8 End of the Cold War,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,Soviet decline and reform,3,Economic stagnation and political reform weakened bloc cohesion. Historians use visual evidence like this to support broader process arguments.
8.8-ev5,8,8.8,8.8 End of the Cold War,none,,,,,Which claim is best supported by historical evidence from 8.8 End of the Cold War?,Soviet decline and reform,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Economic stagnation and political reform weakened bloc cohesion. This is the most historically defensible claim supported by the evidence.
8.9-ev1,8,8.9,8.9 Causation in the Age of the Cold War and Decolonization,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in Cold War and decolonization",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in Cold War and decolonization?",global-local interaction in causation,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Cold War outcomes depended on both local agendas and superpower strategy. This evidence aligns with institutional change in Cold War and decolonization.
8.9-ev2,8,8.9,8.9 Causation in the Age of the Cold War and Decolonization,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,global-local interaction in causation,Great Zimbabwe trade networks,manorial and feudal ties,1,Cold War outcomes depended on both local agendas and superpower strategy. The image context points most directly to this process.
8.9-ev3,8,8.9,8.9 Causation in the Age of the Cold War and Decolonization,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to Cold War and decolonization",,,,Which of the following was an important long-term effect of global-local interaction in causation?,state legitimacy through institutions,caravanserai-supported Silk Road trade,global-local interaction in causation,Pax Mongolica connectivity,2,Cold War outcomes depended on both local agendas and superpower strategy. This development had durable long-term consequences.
8.9-ev4,8,8.9,8.9 Causation in the Age of the Cold War and Decolonization,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Cold_War-1970.png,Cold War alignment map,https://commons.wikimedia.org/wiki/File:Cold_War-1970.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,global-local interaction in causation,3,Cold War outcomes depended on both local agendas and superpower strategy. Historians use visual evidence like this to support broader process arguments.
8.9-ev5,8,8.9,8.9 Causation in the Age of the Cold War and Decolonization,none,,,,,Which claim is best supported by historical evidence from 8.9 Causation in the Age of the Cold War and Decolonization?,global-local interaction in causation,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Cold War outcomes depended on both local agendas and superpower strategy. This is the most historically defensible claim supported by the evidence.
9.1-ev1,9,9.1,9.1 Advances in Technology and Exchange,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in global trade logistics",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in global trade logistics?",containerized shipping networks,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Standardized containers reduced shipping costs and increased throughput. This evidence aligns with institutional change in global trade logistics.
9.1-ev2,9,9.1,9.1 Advances in Technology and Exchange,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,containerized shipping networks,Great Zimbabwe trade networks,manorial and feudal ties,1,Standardized containers reduced shipping costs and increased throughput. The image context points most directly to this process.
9.1-ev3,9,9.1,9.1 Advances in Technology and Exchange,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to global trade logistics",,,,Which of the following was an important long-term effect of containerized shipping networks?,state legitimacy through institutions,caravanserai-supported Silk Road trade,containerized shipping networks,Pax Mongolica connectivity,2,Standardized containers reduced shipping costs and increased throughput. This development had durable long-term consequences.
9.1-ev4,9,9.1,9.1 Advances in Technology and Exchange,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,containerized shipping networks,3,Standardized containers reduced shipping costs and increased throughput. Historians use visual evidence like this to support broader process arguments.
9.1-ev5,9,9.1,9.1 Advances in Technology and Exchange,none,,,,,Which claim is best supported by historical evidence from 9.1 Advances in Technology and Exchange?,containerized shipping networks,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Standardized containers reduced shipping costs and increased throughput. This is the most historically defensible claim supported by the evidence.
9.2-ev1,9,9.2,9.2 Technological Advances and Disease,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in modern public health",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in modern public health?",rapid mobility and disease spread,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Air travel compressed transmission timelines for epidemics. This evidence aligns with institutional change in modern public health.
9.2-ev2,9,9.2,9.2 Technological Advances and Disease,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,rapid mobility and disease spread,Great Zimbabwe trade networks,manorial and feudal ties,1,Air travel compressed transmission timelines for epidemics. The image context points most directly to this process.
9.2-ev3,9,9.2,9.2 Technological Advances and Disease,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to modern public health",,,,Which of the following was an important long-term effect of rapid mobility and disease spread?,state legitimacy through institutions,caravanserai-supported Silk Road trade,rapid mobility and disease spread,Pax Mongolica connectivity,2,Air travel compressed transmission timelines for epidemics. This development had durable long-term consequences.
9.2-ev4,9,9.2,9.2 Technological Advances and Disease,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,rapid mobility and disease spread,3,Air travel compressed transmission timelines for epidemics. Historians use visual evidence like this to support broader process arguments.
9.2-ev5,9,9.2,9.2 Technological Advances and Disease,none,,,,,Which claim is best supported by historical evidence from 9.2 Technological Advances and Disease?,rapid mobility and disease spread,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Air travel compressed transmission timelines for epidemics. This is the most historically defensible claim supported by the evidence.
9.3-ev1,9,9.3,9.3 Technological Advances and the Environment,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the contemporary era",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the contemporary era?",global environmental strain,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Industrial growth intensified transboundary ecological pressures. This evidence aligns with institutional change in the contemporary era.
9.3-ev2,9,9.3,9.3 Technological Advances and the Environment,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,global environmental strain,Great Zimbabwe trade networks,manorial and feudal ties,1,Industrial growth intensified transboundary ecological pressures. The image context points most directly to this process.
9.3-ev3,9,9.3,9.3 Technological Advances and the Environment,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the contemporary era",,,,Which of the following was an important long-term effect of global environmental strain?,state legitimacy through institutions,caravanserai-supported Silk Road trade,global environmental strain,Pax Mongolica connectivity,2,Industrial growth intensified transboundary ecological pressures. This development had durable long-term consequences.
9.3-ev4,9,9.3,9.3 Technological Advances and the Environment,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,global environmental strain,3,Industrial growth intensified transboundary ecological pressures. Historians use visual evidence like this to support broader process arguments.
9.3-ev5,9,9.3,9.3 Technological Advances and the Environment,none,,,,,Which claim is best supported by historical evidence from 9.3 Technological Advances and the Environment?,global environmental strain,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Industrial growth intensified transboundary ecological pressures. This is the most historically defensible claim supported by the evidence.
9.4-ev1,9,9.4,9.4 Economics in the Global Age,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in globalized economies",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in globalized economies?",integrated supply chains,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Production and assembly became distributed across regions. This evidence aligns with institutional change in globalized economies.
9.4-ev2,9,9.4,9.4 Economics in the Global Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,integrated supply chains,Great Zimbabwe trade networks,manorial and feudal ties,1,Production and assembly became distributed across regions. The image context points most directly to this process.
9.4-ev3,9,9.4,9.4 Economics in the Global Age,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to globalized economies",,,,Which of the following was an important long-term effect of integrated supply chains?,state legitimacy through institutions,caravanserai-supported Silk Road trade,integrated supply chains,Pax Mongolica connectivity,2,Production and assembly became distributed across regions. This development had durable long-term consequences.
9.4-ev4,9,9.4,9.4 Economics in the Global Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,integrated supply chains,3,Production and assembly became distributed across regions. Historians use visual evidence like this to support broader process arguments.
9.4-ev5,9,9.4,9.4 Economics in the Global Age,none,,,,,Which claim is best supported by historical evidence from 9.4 Economics in the Global Age?,integrated supply chains,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Production and assembly became distributed across regions. This is the most historically defensible claim supported by the evidence.
9.5-ev1,9,9.5,9.5 Calls for Reform and Responses,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in globalization debates",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in globalization debates?",reform movements against inequality,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Activists challenged uneven outcomes of liberalization. This evidence aligns with institutional change in globalization debates.
9.5-ev2,9,9.5,9.5 Calls for Reform and Responses,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,reform movements against inequality,Great Zimbabwe trade networks,manorial and feudal ties,1,Activists challenged uneven outcomes of liberalization. The image context points most directly to this process.
9.5-ev3,9,9.5,9.5 Calls for Reform and Responses,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to globalization debates",,,,Which of the following was an important long-term effect of reform movements against inequality?,state legitimacy through institutions,caravanserai-supported Silk Road trade,reform movements against inequality,Pax Mongolica connectivity,2,Activists challenged uneven outcomes of liberalization. This development had durable long-term consequences.
9.5-ev4,9,9.5,9.5 Calls for Reform and Responses,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,reform movements against inequality,3,Activists challenged uneven outcomes of liberalization. Historians use visual evidence like this to support broader process arguments.
9.5-ev5,9,9.5,9.5 Calls for Reform and Responses,none,,,,,Which claim is best supported by historical evidence from 9.5 Calls for Reform and Responses?,reform movements against inequality,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Activists challenged uneven outcomes of liberalization. This is the most historically defensible claim supported by the evidence.
9.6-ev1,9,9.6,9.6 Globalized Culture,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in contemporary cultural exchange",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in contemporary cultural exchange?",hybridized global culture,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Media and migration spread forms that were adapted locally. This evidence aligns with institutional change in contemporary cultural exchange.
9.6-ev2,9,9.6,9.6 Globalized Culture,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,hybridized global culture,Great Zimbabwe trade networks,manorial and feudal ties,1,Media and migration spread forms that were adapted locally. The image context points most directly to this process.
9.6-ev3,9,9.6,9.6 Globalized Culture,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to contemporary cultural exchange",,,,Which of the following was an important long-term effect of hybridized global culture?,state legitimacy through institutions,caravanserai-supported Silk Road trade,hybridized global culture,Pax Mongolica connectivity,2,Media and migration spread forms that were adapted locally. This development had durable long-term consequences.
9.6-ev4,9,9.6,9.6 Globalized Culture,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,hybridized global culture,3,Media and migration spread forms that were adapted locally. Historians use visual evidence like this to support broader process arguments.
9.6-ev5,9,9.6,9.6 Globalized Culture,none,,,,,Which claim is best supported by historical evidence from 9.6 Globalized Culture?,hybridized global culture,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Media and migration spread forms that were adapted locally. This is the most historically defensible claim supported by the evidence.
9.7-ev1,9,9.7,9.7 Resistance to Globalization,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in anti-globalization politics",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in anti-globalization politics?",sovereignty-centered backlash,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Critics linked globalization to identity loss and economic insecurity. This evidence aligns with institutional change in anti-globalization politics.
9.7-ev2,9,9.7,9.7 Resistance to Globalization,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,sovereignty-centered backlash,Great Zimbabwe trade networks,manorial and feudal ties,1,Critics linked globalization to identity loss and economic insecurity. The image context points most directly to this process.
